Generated Sentence,About
"computer eating, eating, book mountain eating, running",OTHER
"jumping, running, music, book phone, computer, sleeping jumping",OTHER
"river, phone computer, sleeping apple dancing river jumping sky",OTHER
"endgame, FIDE endgame, knight, rook, knight endgame, queen",CHESS
swimming sky sky mountain running,OTHER
"Elo rating Elo rating castling endgame, knight middlegame endgame checkmate, opening",CHESS
"Elo rating, opening, stalemate knight, checkmate endgame",CHESS
"stalemate, rook queen, knight queen, middlegame, bishop",CHESS
"pawn, rook castling bishop endgame, pawn, king stalemate endgame, king",CHESS
"sky, mountain swimming, dancing, computer, sky, book, river, swimming",OTHER
"castling pawn bishop, checkmate, Elo rating, bishop endgame, castling rook",CHESS
"Elo rating, Elo rating FIDE knight queen king FIDE FIDE, queen",CHESS
"apple, swimming phone phone river, book river",OTHER
"river, sky, computer, running sky jumping music",OTHER
"jumping sky mountain computer book, eating",OTHER
"queen, FIDE, endgame, opening, pawn, endgame castling, knight",CHESS
"river, mountain, book phone, music",OTHER
"king, bishop, checkmate stalemate, endgame, Elo rating middlegame",CHESS
"running river music, swimming swimming",OTHER
"Elo rating, knight, castling pawn checkmate, endgame, queen",CHESS
"apple computer, mountain, eating, book, sky swimming",OTHER
"castling, FIDE, checkmate bishop, endgame, checkmate stalemate pawn",CHESS
"FIDE endgame, opening, castling endgame",CHESS
"jumping eating, jumping computer, apple, sky running apple jumping",OTHER
"pawn, bishop checkmate, opening, opening",CHESS
"apple river jumping computer music, jumping",OTHER
river apple apple music jumping book mountain,OTHER
"pawn, castling stalemate stalemate castling",CHESS
"knight, FIDE castling FIDE checkmate Elo rating, queen, castling",CHESS
"checkmate middlegame king opening, Elo rating, stalemate Elo rating",CHESS
"book, sky sleeping apple sky, phone swimming running jumping, apple",OTHER
"running mountain, jumping, apple, apple, book, sleeping swimming",OTHER
"Elo rating, FIDE, FIDE stalemate, middlegame, FIDE middlegame bishop, bishop",CHESS
"checkmate middlegame endgame castling, Elo rating, Elo rating, checkmate, Elo rating",CHESS
"pawn pawn, queen, middlegame Elo rating, king queen, Elo rating FIDE, queen",CHESS
"running, jumping, eating computer sky, apple phone, apple",OTHER
"queen stalemate, bishop, knight, pawn, queen, rook FIDE",CHESS
"FIDE, opening, rook, king king, queen, rook, bishop",CHESS
"stalemate queen, pawn, FIDE, knight",CHESS
"Elo rating knight, endgame, bishop Elo rating",CHESS
"checkmate knight castling, endgame, queen",CHESS
"rook, checkmate stalemate, king, stalemate, endgame, knight",CHESS
"book music, book apple, music, book, apple computer, sleeping apple",OTHER
"opening Elo rating knight middlegame Elo rating, checkmate, middlegame stalemate, stalemate",CHESS
"middlegame, middlegame bishop FIDE king, bishop castling, bishop, middlegame, castling",CHESS
"endgame Elo rating rook, castling, middlegame FIDE stalemate",CHESS
"swimming sky sleeping, computer music",OTHER
"apple, book sky running phone book",OTHER
"pawn, opening checkmate, endgame queen endgame endgame",CHESS
"mountain, music, running, dancing running dancing computer",OTHER
"opening stalemate, king, endgame, opening, king castling",CHESS
"computer phone, apple, phone, eating phone, music running computer",OTHER
"opening, endgame, knight, king, endgame",CHESS
"music, book, dancing, book jumping, sleeping music apple, book phone",OTHER
middlegame FIDE stalemate knight opening,CHESS
"computer jumping dancing sky, sky",OTHER
"Elo rating, knight castling, pawn checkmate",CHESS
"bishop FIDE rook middlegame castling FIDE, king rook king, bishop",CHESS
"computer running, running apple, sky sky, book computer",OTHER
"middlegame bishop middlegame, knight FIDE, knight castling, endgame checkmate, knight",CHESS
"phone, book, phone, phone computer, sky music swimming",OTHER
"apple, apple swimming dancing, mountain phone",OTHER
"sky, book sleeping, swimming, computer computer running, eating",OTHER
"computer sky, swimming, sky, book, dancing, book, apple, dancing",OTHER
"pawn, pawn stalemate, knight pawn stalemate stalemate, endgame queen",CHESS
"knight, endgame, opening FIDE opening middlegame knight queen",CHESS
"computer, swimming, sleeping computer phone",OTHER
"sky dancing eating, eating, apple dancing, sky sky",OTHER
"sky, sleeping jumping apple, eating",OTHER
"swimming, book apple jumping sleeping, phone, swimming",OTHER
"pawn pawn, king, checkmate knight pawn endgame pawn",CHESS
"music, music, music, eating, eating running",OTHER
"apple river, book computer computer, sky, jumping dancing eating",OTHER
"rook bishop rook, Elo rating pawn queen checkmate, middlegame endgame, castling",CHESS
"sleeping, mountain, eating jumping, book music music, river river",OTHER
"sky jumping sky sky jumping river sleeping, mountain phone dancing",OTHER
"mountain, music, music music computer, running, running eating",OTHER
"checkmate, opening FIDE, middlegame bishop pawn, rook",CHESS
"endgame, knight, checkmate, endgame, queen",CHESS
"knight, king, FIDE, FIDE, checkmate, checkmate, endgame, rook, Elo rating",CHESS
"river, jumping sleeping, eating phone book book jumping dancing phone",OTHER
"running sky mountain, apple book dancing, swimming running",OTHER
"bishop, FIDE king king queen FIDE FIDE checkmate",CHESS
"queen, knight, pawn stalemate, rook",CHESS
"opening, queen, castling endgame, knight Elo rating opening opening FIDE",CHESS
"checkmate, knight, knight middlegame endgame opening, stalemate Elo rating knight",CHESS
"rook middlegame rook, Elo rating middlegame, opening",CHESS
"king, stalemate, FIDE, opening knight endgame, rook castling",CHESS
"computer mountain mountain sky mountain, jumping, mountain, music",OTHER
"rook, checkmate, rook Elo rating, pawn king, checkmate king",CHESS
"swimming river dancing, river, running music mountain, book river, sky",OTHER
"queen, checkmate rook, endgame checkmate queen, middlegame, king Elo rating",CHESS
"knight, middlegame bishop middlegame Elo rating bishop, bishop, checkmate, middlegame bishop",CHESS
"sky, phone eating, dancing, swimming",OTHER
"stalemate middlegame, endgame, Elo rating, checkmate castling queen",CHESS
"knight FIDE pawn, castling middlegame bishop stalemate middlegame",CHESS
"queen castling rook bishop, Elo rating checkmate",CHESS
"Elo rating, knight, middlegame, knight, Elo rating castling, endgame",CHESS
"pawn rook opening stalemate checkmate knight middlegame knight queen, endgame",CHESS
"pawn opening bishop endgame, rook checkmate middlegame",CHESS
"bishop opening knight Elo rating, king, bishop FIDE, middlegame, king",CHESS
"rook, bishop castling, queen, rook knight",CHESS
"checkmate opening checkmate, rook, opening FIDE Elo rating castling, castling",CHESS
"checkmate checkmate, opening, king, middlegame, checkmate stalemate",CHESS
"music, dancing, running, music running",OTHER
"middlegame, checkmate, castling FIDE, queen, queen bishop, castling Elo rating",CHESS
"apple, apple, music, swimming, running, dancing",OTHER
"bishop checkmate, opening, Elo rating, Elo rating Elo rating endgame, castling, checkmate",CHESS
"middlegame king, opening bishop checkmate pawn stalemate opening bishop",CHESS
"eating book mountain, jumping swimming computer, sleeping music, jumping, dancing",OTHER
"pawn opening, endgame, bishop king FIDE queen opening",CHESS
"endgame, checkmate, bishop endgame, knight, stalemate checkmate, pawn",CHESS
"middlegame rook opening, Elo rating, endgame",CHESS
"running sky, running, computer, eating",OTHER
"endgame, Elo rating, stalemate castling FIDE opening",CHESS
"opening queen, stalemate Elo rating, bishop",CHESS
"rook opening, knight Elo rating, opening, castling, bishop stalemate",CHESS
"endgame, checkmate, queen, rook knight, Elo rating rook, Elo rating, checkmate, endgame",CHESS
"Elo rating, knight, middlegame king, rook",CHESS
"endgame king, opening, endgame, middlegame, Elo rating, checkmate Elo rating",CHESS
"checkmate, king pawn queen castling queen castling pawn checkmate, queen",CHESS
"opening, king Elo rating, stalemate bishop stalemate Elo rating, rook",CHESS
"bishop checkmate, king checkmate bishop, FIDE",CHESS
"jumping jumping, music, jumping mountain, eating, swimming, jumping sleeping",OTHER
"rook, king, stalemate castling, queen, rook",CHESS
"music, eating, river, running dancing jumping, apple",OTHER
"sleeping book, computer, jumping music book",OTHER
"castling, rook Elo rating middlegame queen queen endgame, endgame, middlegame",CHESS
"river jumping, eating, eating, river, computer swimming eating",OTHER
"apple, phone, river, computer phone",OTHER
"middlegame, FIDE, checkmate FIDE stalemate",CHESS
"mountain, apple music sleeping, computer, book",OTHER
"bishop rook endgame, pawn, Elo rating, bishop FIDE stalemate, rook, middlegame",CHESS
"FIDE, Elo rating middlegame king king castling, endgame",CHESS
"swimming, river, jumping, eating book",OTHER
"mountain, sky phone, river, running, apple jumping",OTHER
"opening endgame pawn stalemate, castling pawn, FIDE knight, queen",CHESS
"knight opening endgame FIDE, opening, queen, pawn, rook, checkmate, Elo rating",CHESS
"pawn queen pawn, bishop checkmate, Elo rating endgame, castling, queen",CHESS
"middlegame, king, checkmate bishop, castling, checkmate",CHESS
river phone dancing dancing swimming dancing dancing,OTHER
"rook king, queen pawn, opening, endgame",CHESS
"castling, Elo rating, pawn, FIDE knight",CHESS
"music dancing computer, book, mountain, river, computer mountain",OTHER
"endgame bishop, king, middlegame, FIDE, pawn, bishop",CHESS
"phone, sky running, music, eating, apple sky, eating mountain, eating",OTHER
"mountain running, sleeping, dancing sleeping, river",OTHER
"endgame FIDE, stalemate, knight FIDE, Elo rating",CHESS
"river dancing, eating, sky, swimming sky",OTHER
"middlegame, checkmate middlegame, checkmate, endgame, stalemate, knight",CHESS
"computer sleeping, book sky, sky, book eating, mountain",OTHER
"pawn, castling castling Elo rating rook middlegame opening, king, endgame pawn",CHESS
"running phone, music music, dancing",OTHER
"Elo rating middlegame, checkmate, FIDE bishop knight, Elo rating, Elo rating bishop",CHESS
"FIDE Elo rating, rook, Elo rating, bishop, queen",CHESS
"endgame king stalemate, rook stalemate checkmate",CHESS
"checkmate, Elo rating castling pawn castling opening checkmate",CHESS
"dancing swimming dancing mountain running, jumping, running",OTHER
"apple, apple, apple, sky eating, dancing running, computer book",OTHER
"endgame endgame, checkmate, checkmate castling",CHESS
"checkmate, bishop FIDE, checkmate, bishop rook pawn, knight",CHESS
"FIDE, opening rook pawn queen, castling, queen",CHESS
"eating, book, apple, eating sky jumping jumping, dancing swimming",OTHER
"book book, river, phone, music eating, sleeping",OTHER
"knight rook, king, pawn, endgame castling, queen opening",CHESS
"queen, bishop knight, opening, castling, knight, checkmate, bishop bishop",CHESS
"opening endgame castling, castling middlegame king, checkmate",CHESS
"endgame stalemate, middlegame, king checkmate, Elo rating",CHESS
"FIDE middlegame knight middlegame, checkmate, endgame, opening, castling, stalemate king",CHESS
"queen stalemate, endgame, checkmate endgame bishop",CHESS
"music, eating mountain swimming sky, computer, book, music book",OTHER
"pawn castling, Elo rating, pawn castling, endgame opening",CHESS
checkmate checkmate Elo rating king middlegame knight queen king middlegame,CHESS
"mountain jumping sleeping, book, swimming swimming apple, mountain",OTHER
"middlegame queen, endgame, FIDE endgame opening, opening, rook",CHESS
"river sky, swimming book, apple, computer, music running, sky",OTHER
"sky, jumping mountain, book river",OTHER
"queen, middlegame castling castling, checkmate Elo rating",CHESS
"river swimming, eating running sky phone river, music",OTHER
"Elo rating, bishop, Elo rating rook queen middlegame",CHESS
"book apple mountain, music, dancing, computer, sky, dancing",OTHER
"bishop, middlegame, queen, knight middlegame pawn",CHESS
"jumping computer, phone, music, swimming, eating phone sleeping",OTHER
"music apple, swimming, sky sky, mountain eating mountain",OTHER
"castling, Elo rating Elo rating, Elo rating bishop, castling rook queen checkmate rook",CHESS
"swimming sky eating, swimming, dancing phone, apple, dancing",OTHER
"jumping phone, computer, music, sky music apple",OTHER
"music, mountain computer jumping swimming sleeping",OTHER
"bishop, checkmate, queen king castling, bishop, knight checkmate",CHESS
"middlegame king, FIDE opening Elo rating, bishop stalemate",CHESS
"endgame queen, rook stalemate, endgame, Elo rating rook, pawn",CHESS
"checkmate, pawn castling endgame stalemate, opening, FIDE, knight",CHESS
"book, jumping, running running, river, apple",OTHER
"pawn queen, knight knight, stalemate",CHESS
"opening, checkmate, castling, castling, checkmate, queen, opening, FIDE, rook",CHESS
"queen knight endgame, knight, bishop, pawn",CHESS
"opening, middlegame, opening queen, pawn, opening stalemate checkmate",CHESS
"sleeping sleeping, music phone sky, eating, dancing, running",OTHER
"phone, river river mountain apple, music, mountain, sleeping, sleeping, mountain",OTHER
"checkmate, rook, Elo rating, king rook, stalemate",CHESS
"FIDE, knight, bishop Elo rating queen FIDE, bishop, middlegame, queen, rook",CHESS
